,DATE,SURF_TEMP_C,YEAR,MONTH,DAY
13931,1/26/1995,13.9,1995,1,26
13932,1/27/1995,13.9,1995,1,27
13933,1/28/1995,13.3,1995,1,28
13934,1/29/1995,13.9,1995,1,29
13935,1/30/1995,13.3,1995,1,30
13936,1/31/1995,13.9,1995,1,31
13937,2/1/1995,14.4,1995,2,1
13938,2/2/1995,14.4,1995,2,2
13939,2/3/1995,14.4,1995,2,3
13940,2/4/1995,14.4,1995,2,4
13941,2/5/1995,14.4,1995,2,5
13942,2/6/1995,14.4,1995,2,6
13943,2/7/1995,14.4,1995,2,7
13944,2/8/1995,14.4,1995,2,8
13945,2/9/1995,15,1995,2,9
13946,2/10/1995,15,1995,2,10
13947,2/11/1995,15,1995,2,11
13948,2/12/1995,15,1995,2,12
13949,2/13/1995,15,1995,2,13
13950,2/14/1995,14.4,1995,2,14
13951,2/15/1995,14.4,1995,2,15
13952,2/16/1995,14.4,1995,2,16
13953,2/17/1995,15,1995,2,17
13954,2/18/1995,15,1995,2,18
13955,2/19/1995,15,1995,2,19
13956,2/20/1995,14.4,1995,2,20
13957,2/21/1995,15.6,1995,2,21
13958,2/22/1995,15.6,1995,2,22
13959,2/23/1995,15.6,1995,2,23
13960,2/24/1995,15.6,1995,2,24
13961,2/25/1995,15.6,1995,2,25
13962,2/26/1995,15.6,1995,2,26
13963,2/27/1995,15.6,1995,2,27
13964,2/28/1995,15,1995,2,28
13965,3/1/1995,15,1995,3,1
13966,3/2/1995,15.6,1995,3,2
13967,3/3/1995,16.1,1995,3,3
13968,3/4/1995,15.6,1995,3,4
13969,3/5/1995,14.4,1995,3,5
13970,3/6/1995,14.4,1995,3,6
13971,3/7/1995,14.4,1995,3,7
13972,3/8/1995,15,1995,3,8
13973,3/9/1995,15,1995,3,9
13974,3/10/1995,15,1995,3,10
13975,3/11/1995,15.6,1995,3,11
13976,3/12/1995,15,1995,3,12
13977,3/13/1995,16.1,1995,3,13
13978,3/14/1995,16.1,1995,3,14
13979,3/15/1995,16.1,1995,3,15
13980,3/16/1995,16.1,1995,3,16
13981,3/17/1995,16.1,1995,3,17
13982,3/18/1995,15.6,1995,3,18
13983,3/19/1995,15.6,1995,3,19
13984,3/20/1995,16.1,1995,3,20
13985,3/21/1995,15.6,1995,3,21
13986,3/22/1995,15.6,1995,3,22
13987,3/23/1995,15,1995,3,23
13988,3/24/1995,15,1995,3,24
13989,3/25/1995,13.3,1995,3,25
13990,3/26/1995,13.9,1995,3,26
13991,3/27/1995,13.9,1995,3,27
13992,3/28/1995,13.9,1995,3,28
13993,3/29/1995,13.9,1995,3,29
13994,3/30/1995,13.9,1995,3,30
13995,3/31/1995,13.9,1995,3,31
13996,4/1/1995,15.6,1995,4,1
13997,4/2/1995,14.4,1995,4,2
13998,4/3/1995,14.4,1995,4,3
13999,4/4/1995,15,1995,4,4
14000,4/5/1995,15.6,1995,4,5
14001,4/6/1995,15.6,1995,4,6
14002,4/7/1995,15.6,1995,4,7
14003,4/8/1995,15,1995,4,8
14004,4/9/1995,15,1995,4,9
14005,4/10/1995,14.4,1995,4,10
14006,4/11/1995,13.9,1995,4,11
14007,4/12/1995,13.9,1995,4,12
14008,4/13/1995,13.9,1995,4,13
14009,4/14/1995,12.8,1995,4,14
14010,4/15/1995,12.2,1995,4,15
14011,4/16/1995,12.2,1995,4,16
14012,4/17/1995,12.8,1995,4,17
14013,4/18/1995,12.8,1995,4,18
14014,4/19/1995,11.1,1995,4,19
14015,4/20/1995,11.1,1995,4,20
14016,4/21/1995,11.7,1995,4,21
14017,4/22/1995,12.2,1995,4,22
14018,4/23/1995,12.8,1995,4,23
14019,4/24/1995,14.4,1995,4,24
14020,4/25/1995,13.3,1995,4,25
14021,4/26/1995,13.3,1995,4,26
14022,4/27/1995,14.4,1995,4,27
14023,4/28/1995,15.6,1995,4,28
14024,4/29/1995,16.1,1995,4,29
14025,4/30/1995,15.6,1995,4,30
14026,5/1/1995,15,1995,5,1
14027,5/2/1995,15,1995,5,2
14028,5/3/1995,13.9,1995,5,3
14029,5/4/1995,12.8,1995,5,4
14030,5/5/1995,12.2,1995,5,5
14031,5/6/1995,13.3,1995,5,6
14032,5/7/1995,11.7,1995,5,7
14033,5/8/1995,11.7,1995,5,8
14034,5/9/1995,13.3,1995,5,9
14035,5/10/1995,13.9,1995,5,10
14036,5/11/1995,13.3,1995,5,11
14037,5/12/1995,12.2,1995,5,12
14038,5/13/1995,12.2,1995,5,13
14039,5/14/1995,11.7,1995,5,14
14040,5/15/1995,12.2,1995,5,15
14041,5/16/1995,13.3,1995,5,16
14042,5/17/1995,14.4,1995,5,17
14043,5/18/1995,13.3,1995,5,18
14044,5/19/1995,13.9,1995,5,19
14045,5/20/1995,13.9,1995,5,20
14046,5/21/1995,13.9,1995,5,21
14047,5/22/1995,14.4,1995,5,22
14048,5/23/1995,14.4,1995,5,23
14049,5/24/1995,13.9,1995,5,24
14050,5/25/1995,13.9,1995,5,25
14051,5/26/1995,13.9,1995,5,26
14052,5/27/1995,13.9,1995,5,27
14053,5/28/1995,14.4,1995,5,28
14054,5/29/1995,15,1995,5,29
14055,5/30/1995,15,1995,5,30
14056,5/31/1995,15,1995,5,31
14057,6/1/1995,15.6,1995,6,1
14058,6/2/1995,15,1995,6,2
14059,6/3/1995,15.6,1995,6,3
14060,6/4/1995,15,1995,6,4
14061,6/5/1995,15.6,1995,6,5
14062,6/6/1995,15.6,1995,6,6
14063,6/7/1995,15.6,1995,6,7
14064,6/8/1995,15.6,1995,6,8
14065,6/9/1995,16.1,1995,6,9
14066,6/10/1995,16.7,1995,6,10
14067,6/11/1995,16.7,1995,6,11
14068,6/12/1995,16.7,1995,6,12
14069,6/13/1995,17.2,1995,6,13
14070,6/14/1995,17.8,1995,6,14
14071,6/15/1995,16.1,1995,6,15
14072,6/16/1995,15.6,1995,6,16
14073,6/17/1995,15,1995,6,17
14074,6/18/1995,15.6,1995,6,18
14075,6/19/1995,15.6,1995,6,19
14076,6/20/1995,16.7,1995,6,20
14077,6/21/1995,16.7,1995,6,21
14078,6/22/1995,17.2,1995,6,22
14079,6/23/1995,16.7,1995,6,23
14080,6/24/1995,16.1,1995,6,24
14081,6/25/1995,17.8,1995,6,25
14082,6/26/1995,16.1,1995,6,26
14083,6/27/1995,16.7,1995,6,27
14084,6/28/1995,16.7,1995,6,28
14085,6/29/1995,17.2,1995,6,29
14086,6/30/1995,16.1,1995,6,30
14087,7/1/1995,16.7,1995,7,1
14088,7/2/1995,16.1,1995,7,2
14089,7/3/1995,15,1995,7,3
14090,7/4/1995,15.6,1995,7,4
14091,7/5/1995,16.1,1995,7,5
14092,7/6/1995,17.2,1995,7,6
14093,7/7/1995,17.2,1995,7,7
14094,7/8/1995,16.7,1995,7,8
14095,7/9/1995,17.2,1995,7,9
14096,7/10/1995,16.7,1995,7,10
14097,7/11/1995,13.9,1995,7,11
14098,7/12/1995,12.8,1995,7,12
14099,7/13/1995,15,1995,7,13
14100,7/14/1995,17.2,1995,7,14
14101,7/15/1995,17.8,1995,7,15
14102,7/16/1995,18.9,1995,7,16
14103,7/17/1995,17.8,1995,7,17
14104,7/18/1995,17.8,1995,7,18
14105,7/19/1995,16.7,1995,7,19
14106,7/20/1995,16.7,1995,7,20
14107,7/21/1995,17.2,1995,7,21
14108,7/22/1995,15.6,1995,7,22
14109,7/23/1995,17.2,1995,7,23
14110,7/24/1995,16.7,1995,7,24
14111,7/25/1995,17.8,1995,7,25
14112,7/26/1995,18.3,1995,7,26
14113,7/27/1995,18.9,1995,7,27
14114,7/28/1995,18.9,1995,7,28
14115,7/29/1995,18.9,1995,7,29
14116,7/30/1995,18.9,1995,7,30
14117,7/31/1995,18.9,1995,7,31
14118,8/1/1995,18.9,1995,8,1
14119,8/2/1995,18.9,1995,8,2
14120,8/3/1995,19.4,1995,8,3
14121,8/4/1995,18.9,1995,8,4
14122,8/5/1995,17.8,1995,8,5
14123,8/6/1995,16.1,1995,8,6
14124,8/7/1995,17.2,1995,8,7
14125,8/8/1995,17.2,1995,8,8
14126,8/9/1995,16.1,1995,8,9
14127,8/10/1995,16.1,1995,8,10
14128,8/11/1995,17.2,1995,8,11
14129,8/12/1995,16.7,1995,8,12
14130,8/13/1995,16.7,1995,8,13
14131,8/14/1995,17.2,1995,8,14
14132,8/15/1995,18.9,1995,8,15
14133,8/16/1995,17.8,1995,8,16
14134,8/17/1995,16.1,1995,8,17
14135,8/18/1995,17.8,1995,8,18
14136,8/19/1995,17.8,1995,8,19
14137,8/20/1995,19.4,1995,8,20
14138,8/21/1995,18.9,1995,8,21
14139,8/22/1995,17.8,1995,8,22
14140,8/23/1995,16.1,1995,8,23
14141,8/24/1995,16.7,1995,8,24
14142,8/25/1995,17.2,1995,8,25
14143,8/26/1995,17.2,1995,8,26
14144,8/27/1995,16.1,1995,8,27
14145,8/28/1995,16.7,1995,8,28
14146,8/29/1995,17.2,1995,8,29
14147,8/30/1995,18.3,1995,8,30
14148,8/31/1995,18.3,1995,8,31
14149,9/1/1995,17.8,1995,9,1
14150,9/2/1995,17.8,1995,9,2
14151,9/3/1995,18.9,1995,9,3
14152,9/4/1995,18.9,1995,9,4
14153,9/5/1995,19.4,1995,9,5
14154,9/6/1995,19.4,1995,9,6
14155,9/7/1995,20.6,1995,9,7
14156,9/8/1995,21.1,1995,9,8
14157,9/9/1995,20,1995,9,9
14158,9/10/1995,18.3,1995,9,10
14159,9/11/1995,20,1995,9,11
14160,9/12/1995,18.3,1995,9,12
14161,9/13/1995,18.3,1995,9,13
14162,9/14/1995,19.4,1995,9,14
14163,9/15/1995,19.4,1995,9,15
14164,9/16/1995,18.9,1995,9,16
14165,9/17/1995,18.9,1995,9,17
14166,9/18/1995,19.4,1995,9,18
14167,9/19/1995,21.1,1995,9,19
14168,9/20/1995,20.6,1995,9,20
14169,9/21/1995,20.6,1995,9,21
14170,9/22/1995,20,1995,9,22
14171,9/23/1995,19.4,1995,9,23
14172,9/24/1995,18.9,1995,9,24
14173,9/25/1995,18.3,1995,9,25
14174,9/26/1995,18.3,1995,9,26
14175,9/27/1995,18.3,1995,9,27
14176,9/28/1995,18.3,1995,9,28
14177,9/29/1995,18.9,1995,9,29
14178,9/30/1995,18.9,1995,9,30
14179,10/1/1995,18.9,1995,10,1
14180,10/2/1995,18.9,1995,10,2
14181,10/3/1995,18.9,1995,10,3
14182,10/4/1995,18.9,1995,10,4
14183,10/5/1995,18.9,1995,10,5
14184,10/6/1995,19.4,1995,10,6
14185,10/7/1995,20,1995,10,7
14186,10/8/1995,20,1995,10,8
14187,10/9/1995,18.9,1995,10,9
14188,10/10/1995,18.9,1995,10,10
14189,10/11/1995,20,1995,10,11
14190,10/12/1995,18.9,1995,10,12
14191,10/13/1995,19.4,1995,10,13
14192,10/14/1995,18.3,1995,10,14
14193,10/15/1995,18.3,1995,10,15
14194,10/16/1995,16.1,1995,10,16
14195,10/17/1995,18.3,1995,10,17
14196,10/18/1995,17.8,1995,10,18
14197,10/19/1995,18.9,1995,10,19
14198,10/20/1995,18.3,1995,10,20
14199,10/21/1995,19.4,1995,10,21
14200,10/22/1995,18.9,1995,10,22
14201,10/23/1995,18.9,1995,10,23
14202,10/24/1995,18.9,1995,10,24
14203,10/25/1995,18.3,1995,10,25
14204,10/26/1995,17.8,1995,10,26
14205,10/27/1995,17.8,1995,10,27
14206,10/28/1995,17.8,1995,10,28
14207,10/29/1995,17.8,1995,10,29
14208,10/30/1995,18.3,1995,10,30
14209,10/31/1995,17.8,1995,10,31
14210,11/1/1995,17.2,1995,11,1
14211,11/2/1995,17.2,1995,11,2
14212,11/3/1995,17.8,1995,11,3
14213,11/4/1995,18.3,1995,11,4
14214,11/5/1995,17.8,1995,11,5
14215,11/6/1995,17.8,1995,11,6
14216,11/7/1995,17.2,1995,11,7
14217,11/8/1995,16.7,1995,11,8
14218,11/9/1995,17.8,1995,11,9
14219,11/10/1995,17.8,1995,11,10
14220,11/11/1995,18.3,1995,11,11
14221,11/12/1995,17.8,1995,11,12
14222,11/13/1995,17.8,1995,11,13
14223,11/14/1995,17.8,1995,11,14
14224,11/15/1995,17.2,1995,11,15
14225,11/16/1995,16.7,1995,11,16
14226,11/17/1995,17.2,1995,11,17
14227,11/18/1995,17.8,1995,11,18
14228,11/19/1995,17.8,1995,11,19
14229,11/20/1995,17.8,1995,11,20
14230,11/21/1995,17.2,1995,11,21
14231,11/22/1995,17.2,1995,11,22
14232,11/23/1995,16.7,1995,11,23
14233,11/24/1995,15.6,1995,11,24
14234,11/25/1995,15.6,1995,11,25
14235,11/26/1995,16.7,1995,11,26
14236,11/27/1995,15,1995,11,27
14237,11/28/1995,15.6,1995,11,28
14238,11/29/1995,16.7,1995,11,29
14239,11/30/1995,16.1,1995,11,30
14240,12/1/1995,15,1995,12,1
14241,12/2/1995,16.1,1995,12,2
14242,12/3/1995,16,1995,12,3
14243,12/4/1995,15.5,1995,12,4
14244,12/5/1995,16.4,1995,12,5
14245,12/6/1995,16.5,1995,12,6
14246,12/7/1995,16.5,1995,12,7
14247,12/8/1995,15,1995,12,8
14248,12/9/1995,16.3,1995,12,9
14249,12/10/1995,16.5,1995,12,10
14250,12/11/1995,16,1995,12,11
14251,12/12/1995,17,1995,12,12
14252,12/13/1995,17,1995,12,13
14253,12/14/1995,16.5,1995,12,14
14254,12/15/1995,15.6,1995,12,15
14255,12/16/1995,15,1995,12,16
14256,12/17/1995,15,1995,12,17
14257,12/18/1995,14.5,1995,12,18
14258,12/19/1995,15.4,1995,12,19
14259,12/20/1995,15,1995,12,20
14260,12/21/1995,15,1995,12,21
14261,12/22/1995,14,1995,12,22
14262,12/23/1995,14,1995,12,23
14263,12/24/1995,15.3,1995,12,24
14264,12/25/1995,15.1,1995,12,25
14265,12/26/1995,14,1995,12,26
14266,12/27/1995,15.1,1995,12,27
14267,12/28/1995,15,1995,12,28
14268,12/29/1995,14,1995,12,29
14269,12/30/1995,16.1,1995,12,30
14270,12/31/1995,16,1995,12,31
14271,1/1/1996,15,1996,1,1
14272,1/2/1996,15,1996,1,2
14273,1/3/1996,15,1996,1,3
14274,1/4/1996,15.6,1996,1,4
14275,1/5/1996,13.9,1996,1,5
14276,1/6/1996,16,1996,1,6
14277,1/7/1996,15.7,1996,1,7
14278,1/8/1996,15,1996,1,8
14279,1/9/1996,15,1996,1,9
14280,1/10/1996,15,1996,1,10
14281,1/11/1996,14.6,1996,1,11
14282,1/12/1996,15,1996,1,12
14283,1/13/1996,15,1996,1,13
14284,1/14/1996,15,1996,1,14
14285,1/15/1996,14.8,1996,1,15
14286,1/16/1996,15,1996,1,16
14287,1/17/1996,14.5,1996,1,17
14288,1/18/1996,13.6,1996,1,18
14289,1/19/1996,14,1996,1,19
14290,1/20/1996,13,1996,1,20
14291,1/21/1996,13.5,1996,1,21
14292,1/22/1996,12.9,1996,1,22
14293,1/23/1996,11.5,1996,1,23
14294,1/24/1996,11.5,1996,1,24
14295,1/25/1996,12.2,1996,1,25
14296,1/26/1996,12.1,1996,1,26
14297,1/27/1996,12.2,1996,1,27
14298,1/28/1996,12,1996,1,28
14299,1/29/1996,13,1996,1,29
14300,1/30/1996,15,1996,1,30
14301,1/31/1996,13,1996,1,31
14302,2/1/1996,13.5,1996,2,1
14303,2/2/1996,13.5,1996,2,2
14304,2/3/1996,14,1996,2,3
14305,2/4/1996,14,1996,2,4
14306,2/5/1996,14.8,1996,2,5
14307,2/6/1996,13.5,1996,2,6
14308,2/7/1996,13.9,1996,2,7
14309,2/8/1996,14,1996,2,8
14310,2/9/1996,14,1996,2,9
14311,2/10/1996,14.5,1996,2,10
14312,2/11/1996,15,1996,2,11
14313,2/12/1996,14.5,1996,2,12
14314,2/13/1996,15,1996,2,13
14315,2/14/1996,14.8,1996,2,14
14316,2/15/1996,15,1996,2,15
14317,2/16/1996,14.8,1996,2,16
14318,2/17/1996,14.8,1996,2,17
14319,2/18/1996,14.5,1996,2,18
14320,2/19/1996,15,1996,2,19
14321,2/20/1996,14.8,1996,2,20
14322,2/21/1996,15,1996,2,21
14323,2/22/1996,14,1996,2,22
14324,2/23/1996,13.2,1996,2,23
14325,2/24/1996,12.2,1996,2,24
14326,2/25/1996,12,1996,2,25
14327,2/26/1996,11.5,1996,2,26
14328,2/27/1996,10.6,1996,2,27
14329,2/28/1996,10.6,1996,2,28
14330,2/29/1996,11.5,1996,2,29
14331,3/1/1996,14,1996,3,1
14332,3/2/1996,12,1996,3,2
14333,3/3/1996,12,1996,3,3
14334,3/4/1996,12,1996,3,4
14335,3/5/1996,12.3,1996,3,5
14336,3/6/1996,12,1996,3,6
14337,3/7/1996,12.8,1996,3,7
14338,3/8/1996,13.5,1996,3,8
14339,3/9/1996,14,1996,3,9
14340,3/10/1996,13.5,1996,3,10
14341,3/11/1996,13.5,1996,3,11
14342,3/12/1996,13.5,1996,3,12
14343,3/13/1996,13.5,1996,3,13
14344,3/14/1996,14,1996,3,14
14345,3/15/1996,14,1996,3,15
14346,3/16/1996,13.8,1996,3,16
14347,3/17/1996,13.8,1996,3,17
14348,3/18/1996,15,1996,3,18
14349,3/19/1996,15,1996,3,19
14350,3/20/1996,14,1996,3,20
14351,3/21/1996,14.5,1996,3,21
14352,3/22/1996,15,1996,3,22
14353,3/23/1996,13.8,1996,3,23
14354,3/24/1996,13.5,1996,3,24
14355,3/25/1996,13.5,1996,3,25
14356,3/26/1996,13.2,1996,3,26
14357,3/27/1996,13,1996,3,27
14358,3/28/1996,13.3,1996,3,28
14359,3/29/1996,14,1996,3,29
14360,3/30/1996,13.3,1996,3,30
14361,3/31/1996,13.8,1996,3,31
14362,4/1/1996,14,1996,4,1
14363,4/2/1996,14,1996,4,2
14364,4/3/1996,14.2,1996,4,3
14365,4/4/1996,13.1,1996,4,4
14366,4/5/1996,13.4,1996,4,5
14367,4/6/1996,13.5,1996,4,6
14368,4/7/1996,13,1996,4,7
14369,4/8/1996,13.4,1996,4,8
14370,4/9/1996,13.5,1996,4,9
14371,4/10/1996,13.5,1996,4,10
14372,4/11/1996,12,1996,4,11
14373,4/12/1996,12,1996,4,12
14374,4/13/1996,10,1996,4,13
14375,4/14/1996,13.5,1996,4,14
14376,4/15/1996,14,1996,4,15
14377,4/16/1996,13.5,1996,4,16
14378,4/17/1996,14.4,1996,4,17
14379,4/18/1996,15.5,1996,4,18
14380,4/19/1996,11,1996,4,19
14381,4/20/1996,11.8,1996,4,20
14382,4/21/1996,12,1996,4,21
14383,4/22/1996,11.8,1996,4,22
14384,4/23/1996,12,1996,4,23
14385,4/24/1996,12.3,1996,4,24
14386,4/25/1996,12.5,1996,4,25
14387,4/26/1996,14,1996,4,26
14388,4/27/1996,15.5,1996,4,27
14389,4/28/1996,15.5,1996,4,28
14390,4/29/1996,16,1996,4,29
14391,4/30/1996,16.2,1996,4,30
14392,5/1/1996,16.3,1996,5,1
14393,5/2/1996,17.1,1996,5,2
14394,5/3/1996,17.4,1996,5,3
14395,5/4/1996,16.8,1996,5,4
14396,5/5/1996,16.8,1996,5,5
14397,5/6/1996,16.7,1996,5,6
14398,5/7/1996,16.6,1996,5,7
14399,5/8/1996,16.3,1996,5,8
14400,5/9/1996,15.5,1996,5,9
14401,5/10/1996,15.5,1996,5,10
14402,5/11/1996,17,1996,5,11
14403,5/12/1996,18,1996,5,12
14404,5/13/1996,18,1996,5,13
14405,5/14/1996,17.3,1996,5,14
14406,5/15/1996,17.5,1996,5,15
14407,5/16/1996,17,1996,5,16
14408,5/17/1996,15.5,1996,5,17
14409,5/18/1996,13,1996,5,18
14410,5/19/1996,13,1996,5,19
14411,5/20/1996,14,1996,5,20
14412,5/21/1996,13.5,1996,5,21
14413,5/22/1996,12.4,1996,5,22
14414,5/23/1996,12,1996,5,23
14415,5/24/1996,14,1996,5,24
14416,5/25/1996,14,1996,5,25
14417,5/26/1996,15,1996,5,26
14418,5/27/1996,15,1996,5,27
14419,5/28/1996,15,1996,5,28
14420,5/29/1996,15,1996,5,29
14421,5/30/1996,13.2,1996,5,30
14422,5/31/1996,14.1,1996,5,31
14423,6/1/1996,14,1996,6,1
14424,6/2/1996,14,1996,6,2
14425,6/3/1996,15,1996,6,3
14426,6/4/1996,14.5,1996,6,4
14427,6/5/1996,15,1996,6,5
14428,6/6/1996,15,1996,6,6
14429,6/7/1996,16,1996,6,7
14430,6/8/1996,16,1996,6,8
14431,6/9/1996,16,1996,6,9
14432,6/10/1996,16,1996,6,10
14433,6/11/1996,16,1996,6,11
14434,6/12/1996,16,1996,6,12
14435,6/13/1996,16,1996,6,13
14436,6/14/1996,16,1996,6,14
14437,6/15/1996,16,1996,6,15
14438,6/16/1996,16,1996,6,16
14439,6/17/1996,16,1996,6,17
14440,6/18/1996,15,1996,6,18
14441,6/19/1996,15,1996,6,19
14442,6/20/1996,16,1996,6,20
14443,6/21/1996,17,1996,6,21
14444,6/22/1996,14.5,1996,6,22
14445,6/23/1996,14.5,1996,6,23
14446,6/24/1996,16.2,1996,6,24
14447,6/25/1996,16,1996,6,25
14448,6/26/1996,14.5,1996,6,26
14449,6/27/1996,14.5,1996,6,27
14450,6/28/1996,14,1996,6,28
14451,6/29/1996,16,1996,6,29
14452,6/30/1996,19,1996,6,30
14453,7/1/1996,16.5,1996,7,1
14454,7/2/1996,14.5,1996,7,2
14455,7/3/1996,15,1996,7,3
14456,7/4/1996,17,1996,7,4
14457,7/5/1996,17,1996,7,5
14458,7/6/1996,14.5,1996,7,6
14459,7/7/1996,15,1996,7,7
14460,7/8/1996,17,1996,7,8
14461,7/9/1996,17,1996,7,9
14462,7/10/1996,16,1996,7,10
14463,7/11/1996,16.6,1996,7,11
14464,7/12/1996,16.5,1996,7,12
14465,7/13/1996,16,1996,7,13
14466,7/14/1996,16.1,1996,7,14
14467,7/15/1996,16.1,1996,7,15
14468,7/16/1996,16.7,1996,7,16
14469,7/17/1996,16.1,1996,7,17
14470,7/18/1996,16.1,1996,7,18
14471,7/19/1996,16.1,1996,7,19
14472,7/20/1996,16.1,1996,7,20
14473,7/21/1996,17.2,1996,7,21
14474,7/22/1996,16.7,1996,7,22
14475,7/23/1996,16.7,1996,7,23
14476,7/24/1996,17.2,1996,7,24
14477,7/25/1996,18.9,1996,7,25
14478,7/26/1996,18.9,1996,7,26
14479,7/27/1996,18.9,1996,7,27
14480,7/28/1996,18.3,1996,7,28
14481,7/29/1996,18.3,1996,7,29
14482,7/30/1996,18.3,1996,7,30
14483,7/31/1996,18.9,1996,7,31
14484,8/1/1996,18.9,1996,8,1
14485,8/2/1996,18.3,1996,8,2
14486,8/3/1996,17.8,1996,8,3
14487,8/4/1996,18.3,1996,8,4
14488,8/5/1996,18.9,1996,8,5
14489,8/6/1996,18.9,1996,8,6
14490,8/7/1996,18.3,1996,8,7
14491,8/8/1996,18.9,1996,8,8
14492,8/9/1996,18.9,1996,8,9
14493,8/10/1996,18.9,1996,8,10
14494,8/11/1996,18,1996,8,11
14495,8/12/1996,16,1996,8,12
14496,8/13/1996,18.5,1996,8,13
14497,8/14/1996,18.3,1996,8,14
14498,8/15/1996,18.8,1996,8,15
14499,8/16/1996,19,1996,8,16
14500,8/17/1996,19,1996,8,17
14501,8/18/1996,18,1996,8,18
14502,8/19/1996,19,1996,8,19
14503,8/20/1996,18.5,1996,8,20
14504,8/21/1996,19.3,1996,8,21
14505,8/22/1996,19.3,1996,8,22
14506,8/23/1996,19.3,1996,8,23
14507,8/24/1996,19.3,1996,8,24
14508,8/25/1996,15.5,1996,8,25
14509,8/26/1996,16,1996,8,26
14510,8/27/1996,17.5,1996,8,27
14511,8/28/1996,16.5,1996,8,28
14512,8/29/1996,17.1,1996,8,29
14513,8/30/1996,17.8,1996,8,30
14514,8/31/1996,18,1996,8,31
14515,9/1/1996,18.1,1996,9,1
14516,9/2/1996,18.1,1996,9,2
14517,9/3/1996,17.5,1996,9,3
14518,9/4/1996,18,1996,9,4
14519,9/5/1996,19.5,1996,9,5
14520,9/6/1996,20,1996,9,6
14521,9/7/1996,NaN,1996,9,7
14522,9/8/1996,19.5,1996,9,8
14523,9/9/1996,20,1996,9,9
14524,9/10/1996,20,1996,9,10
14525,9/11/1996,18.5,1996,9,11
14526,9/12/1996,17.5,1996,9,12
14527,9/13/1996,17,1996,9,13
14528,9/14/1996,17,1996,9,14
14529,9/15/1996,18,1996,9,15
14530,9/16/1996,18,1996,9,16
14531,9/17/1996,18,1996,9,17
14532,9/18/1996,18,1996,9,18
14533,9/19/1996,18,1996,9,19
14534,9/20/1996,18.2,1996,9,20
14535,9/21/1996,18,1996,9,21
14536,9/22/1996,18.5,1996,9,22
14537,9/23/1996,18.5,1996,9,23
14538,9/24/1996,19,1996,9,24
14539,9/25/1996,18.5,1996,9,25
14540,9/26/1996,18,1996,9,26
14541,9/27/1996,18,1996,9,27
14542,9/28/1996,17.6,1996,9,28
14543,9/29/1996,17.6,1996,9,29
14544,9/30/1996,18,1996,9,30
14545,10/1/1996,18,1996,10,1
14546,10/2/1996,18,1996,10,2
14547,10/3/1996,18,1996,10,3
14548,10/4/1996,17,1996,10,4
14549,10/5/1996,17,1996,10,5
14550,10/6/1996,17,1996,10,6
14551,10/7/1996,17,1996,10,7
14552,10/8/1996,17.5,1996,10,8
14553,10/9/1996,18.5,1996,10,9
14554,10/10/1996,18.5,1996,10,10
14555,10/11/1996,17,1996,10,11
14556,10/12/1996,18,1996,10,12
14557,10/13/1996,17,1996,10,13
14558,10/14/1996,17,1996,10,14
14559,10/15/1996,16.5,1996,10,15
14560,10/16/1996,17,1996,10,16
14561,10/17/1996,19,1996,10,17
14562,10/18/1996,19.6,1996,10,18
14563,10/19/1996,19,1996,10,19
14564,10/20/1996,NaN,1996,10,20
14565,10/21/1996,13.5,1996,10,21
14566,10/22/1996,15,1996,10,22
14567,10/23/1996,16,1996,10,23
14568,10/24/1996,16,1996,10,24
14569,10/25/1996,16,1996,10,25
14570,10/26/1996,13.5,1996,10,26
14571,10/27/1996,14,1996,10,27
14572,10/28/1996,14,1996,10,28
14573,10/29/1996,15,1996,10,29
14574,10/30/1996,14.7,1996,10,30
14575,10/31/1996,15,1996,10,31
14576,11/1/1996,15,1996,11,1
14577,11/2/1996,14,1996,11,2
14578,11/3/1996,14,1996,11,3
14579,11/4/1996,13.9,1996,11,4
14580,11/5/1996,15.6,1996,11,5
14581,11/6/1996,14,1996,11,6
14582,11/7/1996,15,1996,11,7
14583,11/8/1996,15,1996,11,8
14584,11/9/1996,15,1996,11,9
14585,11/10/1996,16,1996,11,10
14586,11/11/1996,15,1996,11,11
14587,11/12/1996,16,1996,11,12
14588,11/13/1996,15.5,1996,11,13
14589,11/14/1996,15.5,1996,11,14
14590,11/15/1996,15.5,1996,11,15
14591,11/16/1996,15.5,1996,11,16
14592,11/17/1996,14.5,1996,11,17
14593,11/18/1996,16,1996,11,18
14594,11/19/1996,16,1996,11,19
14595,11/20/1996,16,1996,11,20
14596,11/21/1996,15,1996,11,21
14597,11/22/1996,16,1996,11,22
14598,11/23/1996,14.6,1996,11,23
14599,11/24/1996,15,1996,11,24
14600,11/25/1996,16.5,1996,11,25
14601,11/26/1996,15,1996,11,26
14602,11/27/1996,14.5,1996,11,27
14603,11/28/1996,14.5,1996,11,28
14604,11/29/1996,14.2,1996,11,29
14605,11/30/1996,14.2,1996,11,30
14606,12/1/1996,15,1996,12,1
14607,12/2/1996,14.5,1996,12,2
14608,12/3/1996,14.5,1996,12,3
14609,12/4/1996,14.8,1996,12,4
14610,12/5/1996,14.8,1996,12,5
14611,12/6/1996,14.8,1996,12,6
14612,12/7/1996,14.4,1996,12,7
14613,12/8/1996,14.5,1996,12,8
14614,12/9/1996,14.5,1996,12,9
14615,12/10/1996,14.5,1996,12,10
